"Classification_ID","Run_ID","US_ID","Condition","Question_ID","Segment_ID","Question_Original","Gap_Normalized","Contextual_Category","Coverage","Functional_Relevance","Evidence","Justification","Judge_ID","Adjudication_Status"
"CLS0437","US08_CO_R4","US08","CO","Q03","S01","Are revealed estimates visible to all connected participants including spectators, or only to estimators and moderators?","","","","","","","","Pending"
"CLS0438","US08_CO_R4","US08","CO","Q04","S01","Before reveal, may an estimator change or replace their submitted estimate, or is the first submitted estimate locked?","","","","","","","","Pending"
"CLS0439","US08_CO_R4","US08","CO","Q05","S01","If a new estimator joins during an active voting round, are they included in the active estimator completion count for that round?","","","","","","","","Pending"
"CLS0440","US08_CO_R4","US08","CO","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should the reveal condition be recalculated immediately excluding them, or should the round continue waiting until moderator closure?","","","","","","","","Pending"
"CLS0441","US08_CO_R4","US08","CO","Q07","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the system broadcast an empty reveal event, keep the round hidden/open, or cancel the round?","","","","","","","","Pending"
"CLS0442","US08_CO_R4","US08","CO","Q08","S01","[NEEDS CLARIFICATION] Are revealed estimates visible to all connected participants including spectators, or only to estimators and moderators?","","","","","","","","Pending"
"CLS0443","US08_CO_R4","US08","CO","Q09","S01","[NEEDS CLARIFICATION] Before reveal, may an estimator change or replace their submitted estimate, or is the first submitted estimate locked?","","","","","","","","Pending"
"CLS0444","US08_CO_R4","US08","CO","Q10","S01","[NEEDS CLARIFICATION] If a new estimator joins during an active voting round, are they included in the active estimator completion count for that round?","","","","","","","","Pending"
"CLS0445","US08_CO_R5","US08","CO","Q01","S01","When an active estimator disconnects before submitting, should the system immediately recalculate completion and reveal if all remaining connected active estimators have submitted?","","","","","","","","Pending"
"CLS0446","US08_CO_R5","US08","CO","Q02","S01","If an estimator submits an estimate and then disconnects before reveal, should their stored estimate still be included in the simultaneous reveal?","","","","","","","","Pending"
"CLS0447","US08_CO_R5","US08","CO","Q03","S01","When the moderator closes voting with no submitted estimates, should the round enter a revealed/closed state with an empty result, or remain unrevealed?","","","","","","","","Pending"
"CLS0448","US08_CO_R5","US08","CO","Q04","S01","Are estimates visible only to participants connected at the reveal moment, or also to participants who reconnect or join after the reveal?","","","","","","","","Pending"
"CLS0449","US08_CO_R5","US08","CO","Q05","S01","Is the set of “active estimators” fixed at round start, or can it change during the round as participants join, leave, or switch roles?","","","","","","","","Pending"
"CLS0450","US08_CO_R5","US08","CO","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should the system immediately recalculate completion and reveal if all remaining connected active estimators have submitted?","","","","","","","","Pending"
"CLS0451","US08_CO_R5","US08","CO","Q07","S01","[NEEDS CLARIFICATION] If an estimator submits an estimate and then disconnects before reveal, should their stored estimate still be included in the simultaneous reveal?","","","","","","","","Pending"
"CLS0452","US08_CO_R5","US08","CO","Q08","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the round enter a revealed/closed state with an empty result, or remain unrevealed?","","","","","","","","Pending"
"CLS0453","US08_CO_R5","US08","CO","Q09","S01","[NEEDS CLARIFICATION] Are estimates visible only to participants connected at the reveal moment, or also to participants who reconnect or join after the reveal?","","","","","","","","Pending"
"CLS0454","US08_CO_R5","US08","CO","Q10","S01","[NEEDS CLARIFICATION] Is the set of “active estimators” fixed at round start, or can it change during the round as participants join, leave, or switch roles?","","","","","","","","Pending"
"CLS0455","US08_CS_R1","US08","CS","Q01","S01","When an active estimator disconnects before submitting, should their required estimate be removed immediately from the completion count, or should the round wait until the moderator closes voting?","","","","","","","","Pending"
"CLS0456","US08_CS_R1","US08","CS","Q02","S01","Should spectators be allowed to see revealed estimates after reveal, or only active estimators and the moderator?","","","","","","","","Pending"
"CLS0457","US08_CS_R1","US08","CS","Q03","S01","If the moderator closes voting when no estimates have been submitted, should the system reveal an empty result, cancel the round, or block the action?","","","","","","","","Pending"
"CLS0458","US08_CS_R1","US08","CS","Q04","S01","After estimates are revealed, should late submissions from previously disconnected estimators be rejected for that round?","","","","","","","","Pending"
"CLS0459","US08_CS_R1","US08","CS","Q05","S01","What exact event ordering is required when the final estimate is submitted: store estimate before reveal event, or reveal event may include the final estimate atomically?","","","","","","","","Pending"
"CLS0460","US08_CS_R1","US08","CS","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should their required estimate be removed immediately from the completion count, or should the round wait until the moderator closes voting?","","","","","","","","Pending"
"CLS0461","US08_CS_R1","US08","CS","Q07","S01","[NEEDS CLARIFICATION] Should spectators be allowed to see revealed estimates after reveal, or only active estimators and the moderator?","","","","","","","","Pending"
"CLS0462","US08_CS_R1","US08","CS","Q08","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the system reveal an empty result, cancel the round, or block the action?","","","","","","","","Pending"
"CLS0463","US08_CS_R1","US08","CS","Q09","S01","[NEEDS CLARIFICATION] After estimates are revealed, should late submissions from previously disconnected estimators be rejected for that round?","","","","","","","","Pending"
"CLS0464","US08_CS_R1","US08","CS","Q10","S01","[NEEDS CLARIFICATION] What exact event ordering is required when the final estimate is submitted: store estimate before reveal event, or reveal event may include the final estimate atomically?","","","","","","","","Pending"
"CLS0465","US08_CS_R2","US08","CS","Q01","S01","Is the required estimator set fixed at round start, or recalculated from Presence Service active estimators at reveal-check time?","","","","","","","","Pending"
"CLS0466","US08_CS_R2","US08","CS","Q02","S01","If an estimator submitted an estimate and then disconnects before reveal, should their stored estimate still be revealed?","","","","","","","","Pending"
"CLS0467","US08_CS_R2","US08","CS","Q03","S01","Who should receive revealed estimates: active estimators only, all connected participants including spectators, or all participants who later view the round?","","","","","","","","Pending"
"CLS0468","US08_CS_R2","US08","CS","Q04","S01","What should happen when the moderator closes voting with no submitted estimates?","","","","","","","","Pending"
"CLS0469","US08_CS_R2","US08","CS","Q05","S01","Are estimators allowed to change their hidden estimate before the reveal condition is met?","","","","","","","","Pending"
"CLS0470","US08_CS_R2","US08","CS","Q06","S01","[NEEDS CLARIFICATION] Is the required estimator set fixed at round start, or recalculated from Presence Service active estimators at reveal-check time?","","","","","","","","Pending"
"CLS0471","US08_CS_R2","US08","CS","Q07","S01","[NEEDS CLARIFICATION] If an estimator submitted an estimate and then disconnects before reveal, should their stored estimate still be revealed?","","","","","","","","Pending"
"CLS0472","US08_CS_R2","US08","CS","Q08","S01","[NEEDS CLARIFICATION] Who should receive revealed estimates: active estimators only, all connected participants including spectators, or all participants who later view the round?","","","","","","","","Pending"
"CLS0473","US08_CS_R2","US08","CS","Q09","S01","[NEEDS CLARIFICATION] What should happen when the moderator closes voting with no submitted estimates?","","","","","","","","Pending"
"CLS0474","US08_CS_R2","US08","CS","Q10","S01","[NEEDS CLARIFICATION] Are estimators allowed to change their hidden estimate before the reveal condition is met?","","","","","","","","Pending"
"CLS0475","US08_CS_R3","US08","CS","Q01","S01","Should the required estimator set be fixed at round start or recalculated from Presence Service at reveal-check time?","","","","","","","","Pending"
